COMPLAINT_ID,ACCOUNT_NUMBER,COMPLAINT_DATE,CATEGORY,COMPLAINT_REASON,ROOT_CAUSE_DRIVER,CHANNEL,SEVERITY,ESCALATION_FLAG,STATUS,OUTCOME,RESOLUTION_TYPE,RESOLUTION_DAYS,GOODWILL_AMOUNT,GSOP_COMPENSATION_FLAG,OMBUDSMAN_REFERRAL_FLAG,REPEAT_COMPLAINT_FLAG,VULNERABLE_CUSTOMER_FLAG
22932,6000017578,2026-01-12,Website / App,Login/registration failure,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,9,0.0,False,False,False,False
22933,6000001287,2025-09-19,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Payment Plan Set Up,10,0.0,False,False,False,False
22934,6000001287,2025-10-27,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Letter,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,10,0.0,False,False,True,False
22935,6000001287,2026-04-14,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Webchat,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,3,0.0,False,False,False,False
22936,6000016411,2024-12-23,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,9,0.0,False,False,False,False
22937,6000016411,2026-03-07,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,13,0.0,False,False,False,False
22938,6000016411,2026-04-16,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,True,False
22939,6000024085,2026-04-03,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
22940,6000012122,2024-12-21,Smart Meter Installation,Pressure-selling of smart meter,Smart Meter Installation,Webchat,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,4,30.0,True,False,False,False
22941,6000012122,2026-03-02,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,13,74.71,False,False,False,False
22942,6000000233,2025-02-17,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,App,Low,False,Resolved - Upheld,Upheld,Apology,14,0.0,False,False,False,False
22943,6000015382,2024-12-17,Switching / Erroneous Transfer,Objection raised incorrectly,Switching / Erroneous Transfer,App,High,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,2,0.0,False,False,False,False
22944,6000015382,2025-01-21,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,2,0.0,False,False,True,False
22945,6000015382,2025-12-28,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Social Media,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,10,8.52,False,False,False,False
22946,6000018332,2026-06-27,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,3,17.54,False,False,False,True
22947,6000018332,2026-07-26,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,In Progress,,,0,0.0,False,False,True,True
22948,6000006669,2026-02-13,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
22949,6000020684,2026-05-18,Missed Appointment,Appointment cancelled same day,No specific system driver,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,5,0.0,False,False,False,False
22950,6000020684,2026-06-14,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Tariff Correction,8,0.0,False,False,True,False
22951,6000015527,2025-05-23,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,4,0.0,False,False,False,False
22952,6000013259,2026-01-03,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Apology,6,0.0,False,False,False,False
22953,6000003255,2026-08-05,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Open,,,0,0.0,False,False,False,False
22954,6000003708,2026-07-21,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Webchat,Medium,False,Resolved - Upheld,Upheld,Apology,14,0.0,False,False,False,False
22955,6000010100,2026-05-05,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,Tariff Correction,11,0.0,False,False,False,True
22956,6000010100,2026-08-15,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Email,Low,False,Open,,,0,0.0,False,False,False,True
22957,6000007177,2026-06-20,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
22958,6000018641,2026-02-27,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,9,10.33,False,False,False,False
22959,6000016233,2024-10-26,Meter Reading Dispute,Reader could not access meter,No specific system driver,App,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,3,0.0,False,False,False,False
22960,6000013327,2026-04-12,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,App,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,5,0.0,False,False,False,False
22961,6000004032,2025-06-04,Customer Service,Conflicting information from agents,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Apology,3,0.0,False,False,False,False
22962,6000017996,2024-09-20,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Webchat,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,13,30.0,True,False,False,False
22963,6000017996,2024-12-07,Refund Delay,Final credit refund overdue,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,10,20.42,False,False,True,False
22964,6000017996,2026-02-05,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Letter,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
22965,6000017996,2026-05-26,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,False,False
22966,6000017996,2026-08-19,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Webchat,Low,False,Open,,,0,0.0,False,False,True,False
22967,6000014667,2026-02-17,Final Bill / Move Out,Charged after move-out date,Final Bill / Move Out,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,4,39.46,False,False,False,False
22968,6000014667,2026-07-12,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,14,17.93,False,False,False,False
22969,6000008220,2024-08-24,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,9,18.9,False,False,False,False
22970,6000008220,2025-02-06,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Refund Issued,12,63.65,False,False,False,False
22971,6000008220,2025-07-18,Website / App,App shows wrong balance,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
22972,6000000108,2024-11-26,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,9,0.0,False,False,False,False
22973,6000000108,2025-01-19,Smart Meter Installation,Installation left supply off,Smart Meter Installation,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,13,78.48,False,False,True,False
22974,6000000108,2026-02-17,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Letter,Medium,False,Resolved - Upheld,Upheld,Apology,2,0.0,False,False,False,False
22975,6000001070,2025-10-22,Customer Service,Long call wait times,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Apology,9,0.0,False,False,False,False
22976,6000018049,2026-03-15,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,3,8.74,False,False,False,False
22977,6000021641,2024-12-28,Meter Reading Dispute,Read rejected as implausible,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,13,47.93,False,False,False,False
22978,6000021641,2026-02-28,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,2,48.26,False,False,False,False
22979,6000021641,2026-07-09,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Letter,Medium,False,Closed - No Customer Response,Not Upheld,No Action Required,7,0.0,False,False,False,False
22980,6000015209,2025-07-06,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,1,18.2,False,False,False,False
22981,6000005871,2025-07-15,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,False
22982,6000005871,2025-10-10,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Webchat,Low,False,Reopened,Partially Upheld,Apology,2,0.0,False,False,True,False
22983,6000004278,2025-11-14,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Webchat,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,7,0.0,False,False,False,False
22984,6000007598,2024-09-08,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,7,10.85,False,False,False,False
22985,6000007598,2025-11-04,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Apology,7,0.0,False,False,False,False
22986,6000013462,2025-03-19,Meter Reading Dispute,Disputed opening read on transfer,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,False,False
22987,6000013462,2026-03-09,Website / App,Login/registration failure,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,11,0.0,False,False,False,False
22988,6000002762,2024-09-25,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Bill Adjustment / Credit,14,55.88,False,False,False,True
22989,6000002762,2026-07-03,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,True
22990,6000023995,2026-01-07,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Social Media,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,False
22991,6000023995,2026-04-17,Website / App,Cannot submit meter reading online,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
22992,6000005355,2025-10-16,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,12,18.88,False,False,False,False
22993,6000004924,2024-10-26,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Webchat,Low,False,Reopened,Partially Upheld,Bill Adjustment / Credit,9,98.37,False,False,False,False
22994,6000004924,2025-08-22,Missed Appointment,Appointment cancelled same day,No specific system driver,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
22995,6000004924,2026-04-21,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,3,0.0,False,False,False,False
22996,6000003747,2025-10-04,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Social Media,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,False,False
22997,6000003747,2025-11-14,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,2,0.0,False,False,True,False
22998,6000017580,2024-09-05,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Apology,6,0.0,False,False,False,False
22999,6000017580,2025-11-11,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,13,0.0,False,False,False,False
23000,6000017580,2026-03-23,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,3,35.81,False,False,False,False
23001,6000008090,2024-12-03,Website / App,App shows wrong balance,No specific system driver,App,Low,False,Withdrawn,Not Upheld,No Action Required,13,0.0,False,False,False,True
23002,6000020608,2024-11-10,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Withdrawn,Not Upheld,No Action Required,7,0.0,False,False,False,False
23003,6000020608,2026-05-28,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,Email,Medium,True,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
23004,6000010512,2025-02-20,Refund Delay,Final credit refund overdue,No specific system driver,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
23005,6000023532,2025-12-06,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Letter,Low,False,Resolved - Upheld,Upheld,Refund Issued,8,57.38,False,False,False,False
23006,6000023532,2026-06-21,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,False
23007,6000008135,2024-11-12,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,True
23008,6000008135,2025-09-04,Customer Service,Conflicting information from agents,No specific system driver,Phone,Low,False,Reopened,Partially Upheld,Process Correction & Staff Feedback,6,0.0,False,False,False,True
23009,6000008135,2026-02-08,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,12,29.85,False,False,False,True
23010,6000005136,2025-09-11,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Low,False,Withdrawn,Upheld,GSOP Compensation,12,30.0,True,False,False,False
23011,6000012447,2024-11-12,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,10,84.29,False,False,False,False
23012,6000001383,2025-01-18,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Apology,9,0.0,False,False,False,False
23013,6000001383,2025-03-25,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Social Media,Medium,False,Resolved - Partially Upheld,Partially Upheld,Bill Adjustment / Credit,10,214.86,False,False,True,False
23014,6000001383,2025-07-12,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,12,27.54,False,False,False,False
23015,6000010307,2026-02-10,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Social Media,Low,False,Reopened,Not Upheld,No Action Required,5,0.0,False,False,False,False
23016,6000010307,2026-07-16,Contract / Pricing,Renewal price much higher than quoted,Contract / Pricing,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,8,80.01,False,False,False,False
23017,6000017357,2024-12-02,Refund Delay,Credit refund not received,No specific system driver,App,Medium,False,Closed - No Customer Response,Upheld,Goodwill Payment,2,54.44,False,False,False,False
23018,6000017357,2025-10-12,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
23019,6000004248,2025-02-04,Customer Service,Promised call-back never happened,No specific system driver,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,9,0.0,False,False,False,False
23020,6000004248,2025-05-22,Missed Appointment,Appointment cancelled same day,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Apology,10,0.0,False,False,False,False
23021,6000004248,2025-09-27,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Tariff Correction,8,0.0,False,False,False,False
23022,6000024917,2025-01-04,Customer Service,Long call wait times,No specific system driver,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,False
23023,6000010553,2026-03-20,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Email,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,7,37.23,False,False,False,False
23024,6000016610,2025-03-21,Website / App,Cannot submit meter reading online,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
23025,6000007445,2025-09-22,Refund Delay,Credit refund not received,No specific system driver,Social Media,Medium,False,Resolved - Upheld,Upheld,Refund Issued,10,45.66,False,False,False,False
23026,6000005684,2025-09-26,Website / App,App shows wrong balance,No specific system driver,Letter,Medium,False,Reopened,Upheld,Apology,2,0.0,False,False,False,False
23027,6000003842,2025-05-27,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
23028,6000009094,2025-10-26,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
23029,6000000915,2024-11-05,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,11,0.0,False,False,False,True
23030,6000000915,2026-02-27,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Email,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,13,0.0,False,False,False,True
23031,6000009894,2026-03-01,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Low,True,Resolved - Upheld,Upheld,GSOP Compensation,28,30.0,True,False,False,False
23032,6000019190,2026-01-28,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,7,0.0,False,False,False,False
23033,6000019190,2026-03-17,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,True,False
23034,6000019190,2026-06-26,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
23035,6000021849,2024-12-27,Missed Appointment,Appointment cancelled same day,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,GSOP Compensation,6,30.0,True,False,False,False
23036,6000016980,2026-07-25,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,7,26.05,False,False,False,False
23037,6000016980,2026-08-15,Customer Service,Long call wait times,No specific system driver,App,Low,False,Open,,,0,0.0,False,False,True,False
23038,6000012578,2026-01-16,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,5,29.43,False,False,False,False
23039,6000002476,2025-04-18,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,True,Resolved - Partially Upheld,Partially Upheld,Apology,32,0.0,False,False,False,False
23040,6000002476,2025-12-20,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,11,0.0,False,False,False,False
23041,6000020814,2025-10-03,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
23042,6000000014,2024-08-15,Refund Delay,Refund promised but not processed,No specific system driver,Letter,Medium,True,Resolved - Upheld,Upheld,Refund Issued,17,15.74,False,False,False,False
23043,6000012478,2024-12-13,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,1,0.0,False,False,False,False
23044,6000012478,2026-05-08,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
23045,6000003401,2025-03-27,Customer Service,Promised call-back never happened,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,7,0.0,False,False,False,False
23046,6000003401,2025-11-22,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,True,Resolved - Upheld,Upheld,Bill Adjustment / Credit,37,20.22,False,False,False,False
23047,6000005665,2025-07-05,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
23048,6000005665,2025-11-21,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Letter,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
23049,6000005665,2026-07-28,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Webchat,Medium,False,In Progress,,,0,0.0,False,False,False,False
23050,6000008056,2026-05-22,Missed Appointment,Appointment cancelled same day,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,GSOP Compensation,8,30.0,True,False,False,False
23051,6000004486,2025-02-13,Final Bill / Move Out,Charged after move-out date,Final Bill / Move Out,Phone,Low,False,Resolved - Upheld,Upheld,Apology,5,0.0,False,False,False,False
23052,6000022954,2025-06-23,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Email,Medium,False,Resolved - Partially Upheld,Partially Upheld,Payment Plan Set Up,9,0.0,False,False,False,False
23053,6000011435,2025-11-15,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,8,0.0,False,False,False,True
23054,6000006743,2026-03-27,Customer Service,Conflicting information from agents,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,2,0.0,False,False,False,False
23055,6000018169,2025-11-02,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
23056,6000012006,2024-08-09,Customer Service,Conflicting information from agents,No specific system driver,Social Media,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
23057,6000012006,2026-08-02,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Webchat,Low,False,Open,,,0,0.0,False,False,False,False
23058,6000010690,2026-01-22,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,True
23059,6000008557,2025-08-18,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Social Media,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
23060,6000008557,2025-11-21,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
23061,6000001184,2024-11-23,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
23062,6000001184,2025-01-24,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Phone,Medium,False,Resolved - Upheld,Upheld,Apology,9,0.0,False,False,True,False
23063,6000001184,2026-07-07,Meter Reading Dispute,Disputed opening read on transfer,No specific system driver,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
23064,6000012774,2024-09-08,Refund Delay,Final credit refund overdue,No specific system driver,Social Media,Medium,False,Resolved - Upheld,Upheld,Refund Issued,3,14.86,False,False,False,False
23065,6000012774,2024-10-12,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Webchat,Low,False,Reopened,Upheld,Tariff Correction,3,0.0,False,False,True,False
23066,6000012774,2024-11-23,Customer Service,Long call wait times,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,6,47.46,False,False,True,False
23067,6000012774,2025-08-04,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,12,19.33,False,False,False,False
23068,6000003280,2026-01-18,Refund Delay,Refund promised but not processed,No specific system driver,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,8,23.83,False,False,False,False
23069,6000006779,2025-09-03,Refund Delay,Credit refund not received,No specific system driver,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,6,20.06,False,False,False,False
23070,6000006779,2026-03-08,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
23071,6000022904,2026-08-04,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,Open,,,0,0.0,False,False,False,False
23072,6000014656,2026-03-08,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Email,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,8,45.28,False,False,False,False
23073,6000007774,2024-12-03,Smart Meter Installation,IHD not working after install,Smart Meter Installation,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,GSOP Compensation,14,30.0,True,False,False,False
23074,6000005503,2026-07-06,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,6,85.23,False,False,False,False
23075,6000004021,2025-12-05,Missed Appointment,Appointment cancelled same day,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Apology,7,0.0,False,False,False,True
23076,6000008943,2026-05-23,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,12,30.29,False,False,False,False
23077,6000005221,2026-06-15,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Social Media,Medium,True,Escalated,,,0,0.0,False,False,False,False
23078,6000009604,2024-08-20,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,10,60.87,False,False,False,False
23079,6000009604,2025-06-18,Website / App,Cannot submit meter reading online,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
23080,6000009604,2026-03-01,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
23081,6000012388,2026-03-24,Customer Service,Promised call-back never happened,No specific system driver,Email,Medium,False,Reopened,Not Upheld,No Action Required,3,0.0,False,False,False,False
